Active Date,COUNTY,SED CODE,LEGAL NAME,INSTITUTION TYPE CODE,INSTITUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE CODE,INSTITUTION SUB TYPE DESCRIPTION,NEEDS RESOURCE CODE,NEEDS RESOURCE DESCRIPTION,GRADE ORGANIZATION CODE,GRADE ORGANIZATION DESCRIPTION,COMMUNITY TYPE CODE,COMMUNITY TYPE DESCRIPTION,MAILING ADDRESS,MAIL CITY,STATE,ZIP,SALUTATION,CEO FIRST NAME,CEO LAST NAME,CEO_PHONE,CEO EMAIL,
07/01/1980,QUEENS,342400010091,PS 91 RICHARD ARKWRIGHT,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,68-10 CENTRAL AVE,GLENDALE,NY,11385,MS.,VICTORIA,CATALANO,7188216880,vcatala@schools.nyc.gov,
07/01/1980,QUEENS,342400010093,IS 93 RIDGEWOOD,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,66-56 FOREST AVE,RIDGEWOOD,NY,11385,MR.,EDWARD,SANTOS,7188214882,esantos3@schools.nyc.gov,
07/01/1980,QUEENS,342400010113,PS/IS 113 ANTHONY J PRANZO,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,78-23 87TH ST,GLENDALE,NY,11385,MR.,ALEJANDRO,MEGIAS,7188470724,amegias@schools.nyc.gov,
07/01/1980,QUEENS,342400010119,IS 119 GLENDALE (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,74-01 78TH AVE,GLENDALE,NY,11385,DR.,JEANNE,FAGAN,7183268261,jfagan2@schools.nyc.gov,
07/01/2003,QUEENS,342400010239,PS 239,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,17-15 WEIRFIELD ST,RIDGEWOOD,NY,11385,MS.,MICHELE,DZWONEK,7184172840,mdzwone@schools.nyc.gov,
07/01/2010,QUEENS,342400010290,ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,55-20 METROPOLITAN AVE,RIDGEWOOD,NY,11385,MS.,MIEASIA,HARRIS,7185716900,mharris62@schools.nyc.gov,
07/01/2008,QUEENS,342400010305,LEARNERS AND LEADERS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,378 SENECA AVE,GLENDALE,NY,11385,MS.,LYNN,BOTFELD,7183661061,lbotfel@schools.nyc.gov,
07/01/2003,QUEENS,342400011485,GROVER CLEVELAND HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,21-27 HIMROD ST,RIDGEWOOD,NY,11385,MR.,DENISE,VITTOR,7183819600,dvittor@schools.nyc.gov,
07/01/1980,QUEENS,342400125952,SAINT MATTHIAS SCHOOL,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,5825 CATALPA AVE,RIDGEWOOD,NY,11385,MS.,BARBARA,WEHNES,7183818003,principal@stmatthiaschool.org,
07/01/1980,QUEENS,342400125968,NOTRE DAME CATHOLIC ACADEMY,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,62-22 61ST ST,RIDGEWOOD,NY,11385,MS.,MARIA,CUOMO,7188212221,ndcaridgewood@yahoo.com,
07/01/1980,QUEENS,342400125975,SAINT PANCRAS SCHOOL,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,68-20 MYRTLE AVE,GLENDALE,NY,11385,MR.,BRIAN,COLOMBAN,7188216721,principal@stpancrasschool.org,
07/01/1980,QUEENS,342400125992,SACRED HEART SCHOOL,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,84-05 78TH AVE,GLENDALE,NY,11385,MS.,JOANNE,GANGI,7184566636,sacredheartg@aol.com,
07/01/1980,QUEENS,342400315805,REDEEMER LUTHERAN SCHOOL,14,NON-PUBLIC SCHOOLS,4,LUTHERAN,,,1,Elementary,71,NEW YORK CITY,69-26 COOPER AVE,GLENDALE,NY,11385,MR.,MICHAEL,WILLIAMS,7188216670,redluthglen@aol.com,
07/01/1980,QUEENS,342900010147,PS/MS 147 RONALD MCNAIR,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,218-01 116TH AVE,CAMBRIA HEIGHTS,NY,11411,MS.,ANNE,COHEN,7185282420,acohen1@schools.nyc.gov,
07/01/1980,QUEENS,342900010176,PS 176 CAMBRIA HEIGHTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,120-45 235TH ST,CAMBRIA HEIGHTS,NY,11411,MS.,ARLENE,BARTLETT,7185254057,abartle@schools.nyc.gov,
07/01/2013,QUEENS,342900011243,INSTITUTE FOR HEALTH PROFESSIONALS AT CAMBRIA HEIGHTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,207-01 116TH AVE,CAMBRIA HEIGHTS,NY,11411,MR.,GARETH,ROBINSON,7187237301,grobins3@schools.nyc.gov,
07/01/2014,QUEENS,342900011313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE AND INFORMATION TECHNOLOGY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,,,,,207-01 115TH AVE,CAMBRIA HEIGHTS,NY,11411,MS.,CARLA,THEODOROU,7182760150,ctheodorou@schools.nyc.gov,
07/01/2003,QUEENS,342900011492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,207-01 116TH AVE,CAMBRIA HEIGHTS,NY,11411,MR.,JOSE,CRUZ,7189781837,jcruz3@schools.nyc.gov,
07/01/2003,QUEENS,342900011494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,207-01 116TH AVE,CAMBRIA HEIGHTS,NY,11411,MS.,DONNA,DELFYETT-WHITE,7189786432,dwhite3@schools.nyc.gov,
07/01/2003,QUEENS,342900011496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP  HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,207-01 116TH AVE,CAMBRIA HEIGHTS,NY,11411,MS.,LYNNE,CALLENDER,7189782807,lcallen2@schools.nyc.gov,
07/01/2003,QUEENS,342900011498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,207-01 116TH AVE,CAMBRIA HEIGHTS,NY,11411,MS.,ROSEMARIE,OMARD,7189782135,romard@schools.nyc.gov,
07/01/1980,QUEENS,342900125993,SACRED HEART CATHOLIC ACADEMY,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,115-50 221ST ST,CAMBRIA HEIGHTS,NY,11411,MRS.,Y T,R-SMITH,7185270123,sacredheartrcch@gmail.com,
07/01/1999,QUEENS,342900809750,WORD CHRISTIAN ACADEMY,14,NON-PUBLIC SCHOOLS,19,CHRISTIAN FUNDAMENTALIST,,,1,Elementary,71,NEW YORK CITY,230-01 LINDEN BLVD,CAMBRIA HEIGHTS,NY,11411,PASTOR,BRIDGET,FONTANELLE,7182760300,wcaedu@aol.com,
07/01/2009,QUEENS,342900995990,CAMBRIA SCHOOL OF EXCELLENCE,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,2,Middle,71,NEW YORK CITY,233-08 LINDEN BLVD,CAMBRIA HEIGHTS,NY,11411,MS.,SHEREE,PALMER,7183411991,spalmer@ccgcschool.org,
07/01/1980,QUEENS,342900999022,CAMBRIA CENTER FOR THE GIFTED CHILD,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,71,NEW YORK CITY,233-10 LINDEN BLVD,JAMAICA,NY,11411,MS.,SHEREE,PALMER,7183411991,spalmer@ccgcschool.org,
07/01/1980,QUEENS,342900010036,PS 36 ST ALBANS SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,187-01 FOCH BLVD,SAINT ALBANS,NY,11412,MS.,LYNN,STATON,7185281862,lstaton@schools.nyc.gov,
07/01/1980,QUEENS,342900010136,PS 136 ROY WILKINS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,201-15 115TH AVE,SAINT ALBANS,NY,11412,MS.,TANYA,WALKER,7184652286,twalker@schools.nyc.gov,
07/01/2003,QUEENS,342900010192,IS 192 LINDEN (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,109-89 204TH ST,SAINT ALBANS,NY,11412,MS.,HARRIET,DIAZ,7184795540,hdiaz@schools.nyc.gov,
07/01/2015,QUEENS,342900010360,PS 360,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,,,,,,,199-10 112TH AVE,SAINT ALBANS,NY,11412,MR.,RYAN,COOKE,7187767370,rcooke3@schools.nyc.gov,
07/01/2005,QUEENS,342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,109-89 204TH ST,SAINT ALBANS,NY,11412,MS.,KIMBERLY,MITCHELL,7184544957,kmitche@schools.nyc.gov,
07/01/2000,QUEENS,342900809825,TRUE DELIVERANCE CHRISTIAN SCHOOL,14,NON-PUBLIC SCHOOLS,19,CHRISTIAN FUNDAMENTALIST,,,1,Elementary,71,NEW YORK CITY,188-15 TURIN DR,SAINT ALBANS,NY,11412,MS.,DESIREE,SOCKWELL,7189780601,tdsockwell@verizon.net,
07/01/2010,QUEENS,342900860974,RIVERTON STREET CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,118-34 RIVERTON ST,SAINT ALBANS,NY,11412,MS.,ANDREA,WHITEHURST,7184818200,89.awhitehurst@nhaschools.com,
07/01/1997,QUEENS,342900999633,STEPPING STONE OF SOUTHEASTERN QUEENS,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,71,NEW YORK CITY,114-28 FRANCIS LEWIS BLVD,SAINT ALBANS,NY,11412,MS.,MADGE,WARREN,7184652344,steppingstone1982@hotmail.com,
07/01/1980,QUEENS,342900010015,PS 15 JACKIE ROBINSON,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,121-15 LUCAS ST,SPRINGFIELD GARDENS,NY,11413,MR.,ANTONIO,KTORI,7185251670,aktori@schools.nyc.gov,
07/01/1980,QUEENS,342900010059,IS 59 SPRINGFIELD GARDENS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,132-55 RIDGEDALE ST,SPRINGFIELD GARDENS,NY,11413,MR.,CARLETON,GORDON,7185273501,cgordon9@schools.nyc.gov,
07/01/1980,QUEENS,342900010132,PS 132 RALPH BUNCHE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,132-15 218TH ST,SPRINGFIELD GARDENS,NY,11413,MS.,ALICIA,HAWKINS-DAVIS,7185285734,ahawkinsdavis@schools.nyc.gov,
07/01/1980,QUEENS,342900010156,PS 156 LAURELTON,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,229-02 137TH AVE,SPRINGFIELD GARDENS,NY,11413,MS.,ESTELLE,MOORE,7185289173,emoore22@schools.nyc.gov,
07/01/1980,QUEENS,342900010181,PS 181 BROOKFIELD,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,148-15 230TH ST,SPRINGFIELD GARDENS,NY,11413,MS.,DINA,WHEELER,7185285807,dwheele2@schools.nyc.gov,
07/01/1980,QUEENS,342900010251,PS 251,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,144-51 ARTHUR ST,SPRINGFIELD GARDENS,NY,11413,MS.,EDNA,LONCKE,7182762745,eloncke@schools.nyc.gov,
07/01/2013,QUEENS,342900010289,QUEENS UNITED MIDDLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,3,Junior High,71,NEW YORK CITY,229-02 137TH AVE,SPRINGFIELD GARDENS,NY,11413,MR.,RICHARD,RODER,7187233501,rroder@schools.nyc.gov,
07/01/2011,QUEENS,342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,145-00 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,MS.,TAMMY,HOLLOWAY,7189776181,thollow2@schools.nyc.gov,
07/01/2011,QUEENS,342900010356,COMMUNITY VOICES MIDDLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,145-00 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,MS.,TAMRA,COLLINS,7189776180,tcollins@schools.nyc.gov,
07/01/2005,QUEENS,342900011248,QUEENS PREPARATORY ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,MS.,TASHON,HAYWOOD,7187122304,thaywoo2@schools.nyc.gov,
07/01/2004,QUEENS,342900011265,EXCELSIOR PREPARATORTY HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,MS.,LILLY,LUCAS,7185256507,llucas2@schools.nyc.gov,
07/01/2004,QUEENS,342900011272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,DR.,JANICE,SUTTON,7185256439,jsutton2@schools.nyc.gov,
07/01/2006,QUEENS,342900011283,PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior-Senior High,71,NEW YORK CITY,143-10 SPRINGFIELD BLVD,SPRINGFIELD GARDENS,NY,11413,MR.,CHARLES,ANDERSON,7189498405,canderson15@schools.nyc.gov,
07/01/1980,QUEENS,342900435844,LINDEN SEVENTH-DAY ADVENTIST ELEMENTARY SCHOOL,14,NON-PUBLIC SCHOOLS,1,SEVENTH-DAY ADVENTIST,,,1,Elementary,71,NEW YORK CITY,137-01 228TH ST,LAURELTON,NY,11413,MS.,LAURENE,RICHARDS-USHER,7185276868,usher7@verizon.net,
07/01/2000,QUEENS,342900860821,MERRICK ACADEMY-QUEENS PUBLIC CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,NEW YORK CITY,136-25 218TH ST,SPRINGFIELD GARDENS,NY,11413,DR.,KAREN,VALBRUN,7184793753,kvalbrun@merrickacademy.org,
07/01/2014,QUEENS,342900861078,SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,,,71,NEW YORK CITY,132-55 RIDGEDALE ST,SPRINGFIELD GARDENS,NY,11413,MS.,MICHELLE,COOPER,3476024335,michelle.cooper@saschools.org,
07/01/1980,QUEENS,342700010146,PS 146 HOWARD BEACH,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,98-01 159TH AVE,HOWARD BEACH,NY,11414,MS.,MARY,KEEGAN,7188434880,mkeegan@schools.nyc.gov,
07/01/1980,QUEENS,342700010207,PS 207 ROCKWOOD PARK,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,159-15 88TH ST,HOWARD BEACH,NY,11414,MS.,EILEEN,DAVIES,7188482700,edavies@schools.nyc.gov,
07/01/1980,QUEENS,342700010232,PS 232 LINDENWOOD,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,153-23 83RD ST,HOWARD BEACH,NY,11414,MS.,LISA,JOSEPHSON,7188489247,ljoseph3@schools.nyc.gov,
07/01/1980,QUEENS,342700125965,AVE MARIA CATHOLIC ACADEMY,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,158-20 101ST ST,HOWARD BEACH,NY,11414,MS.,MARYBETH,MCMANUS,7188487440,mmcmanus@amcahb.org,
07/01/1980,QUEENS,342700127164,SAINT HELEN CATHOLIC ACADEMY,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,83-09 157TH AVE,HOWARD BEACH,NY,11414,DR.,CHRISTINE,ZERILLO,7188354155,czerillo@sthelencatholicacademy.org,
07/01/1980,QUEENS,342800010099,PS 99 KEW GARDENS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,82-37 KEW GARDENS RD,KEW GARDENS,NY,11415,MS.,PAULETTE,FOGLIO,7185444343,pfoglio@schools.nyc.gov,
07/01/2005,QUEENS,342800225317,TIEFERES TORAH INSTITUTE,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,5,Senior High,71,NEW YORK CITY,84-15 ABINGDON RD,KEW GARDENS,NY,11415,RABBI,ROBERT,MOSKOWITZ,7184411979,rabbirmoskowitz@gmail.com,
07/01/1980,QUEENS,342800226480,BAIS YAAKOV ACADEMY FOR GIRLS,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,1,Elementary,71,NEW YORK CITY,124-50 METROPOLITAN AVE,KEW GARDENS,NY,11415,MS.,SARAH,BERGMAN,7188475352,sarahbergman57@hotmail.com,
07/01/1980,QUEENS,342800227222,YESHIVA TIFERETH MOSHE,14,NON-PUBLIC SCHOOLS,16,JEWISH,,,1,Elementary,71,NEW YORK CITY,83-06 ABINGDON RD,KEW GARDENS,NY,11415,RABBI,YAAKOV,MAY,7188467300,ytmprincipal@gmail.com,
07/01/1980,QUEENS,342700010000,NEW YORK CITY GEOGRAPHIC DISTRICT #27,16,SCHOOL DISTRICTS,1,CITY,1,NEW YORK CITY,,,71,NEW YORK CITY,82-01 ROCKAWAY BLVD-RM 460,OZONE PARK,NY,11416,MS.,MARY,BARTON,7186425800,mbarton@schools.nyc.gov,
07/01/1980,QUEENS,342700010064,PS 64 JOSEPH P ADDABBO,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,82-01 101ST AVE,OZONE PARK,NY,11416,MS.,ELIZABETH,MITCHELL,7188458290,emitche4@schools.nyc.gov,
07/01/1980,QUEENS,342700010210,JHS 210 ELIZABETH BLACKWELL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,93-11 101ST AVE,OZONE PARK,NY,11416,MS.,BONNIE,BUTCHER,7188455942,bbutche2@schools.nyc.gov,
07/01/2014,QUEENS,342700010316,QUEENS EXPLORERS ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,,,,,90-07 101ST ST,OZONE PARK,NY,11416,MS.,MELISSA,COMPSON,7185587088,mcompso@schools.nyc.gov,
07/01/2006,QUEENS,342700011650,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHITECTURE",17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,94-06 104TH ST,OZONE PARK,NY,11416,MS.,LAKEISHA,GORDON,7188466280,lgordon6@schools.nyc.gov,
07/01/2007,QUEENS,342700125597,DIVINE MERCY CATHOLIC ACADEMY,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,101-60 92ND ST,OZONE PARK,NY,11416,SISTER,FRANCIS MARIE,WYSTEPEK,7188453074,srfrancis@dmcacademy.com,
07/01/1980,QUEENS,342700125920,SAINT ELIZABETH CATHOLIC ACADEMY,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,94-01 85TH ST,OZONE PARK,NY,11416,MR.,WILLIAM,FERGUSON,7186416990,stelizabeth85@yahoo.com,
07/01/1980,QUEENS,342700125947,SAINT MARY GATE OF HEAVEN CATHOLIC ACADEMY,14,NON-PUBLIC SCHOOLS,9,ROMAN CATHOLIC - BROOKLYN DIOCESE,,,1,Elementary,71,NEW YORK CITY,104-06 101ST AVE,OZONE PARK,NY,11416,MR.,RAFFAELE,CORSO,7188460689,corsoralph@gmail.com,
07/01/1980,QUEENS,342700010063,PS 63 OLD SOUTH,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,90-15 SUTTER AVE,OZONE PARK,NY,11417,MS.,DIANE,MARINO-COLEMAN,7188457560,dmarino@schools.nyc.gov,
07/01/1996,QUEENS,342700010065,PS 65 RAYMOND YORK ELEMENTARY SCHOOL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,103-22 99TH ST,OZONE PARK,NY,11417,MR.,RAFAEL,MORALES,7183231685,rmorale@schools.nyc.gov,
07/01/2002,QUEENS,342700010137,MS 137 AMERICA'S SCHOOL OF HEROES,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,109-15 98TH ST,OZONE PARK,NY,11417,MS.,LAURA,MASTROGIOVANNI,7186590471,lmastro2@schools.nyc.gov,
07/01/1980,QUEENS,342700010202,JHS 202 ROBERT H GODDARD,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle,71,NEW YORK CITY,138-30 LAFAYETTE ST,OZONE PARK,NY,11417,MR.,WILLIAM,FITZGERALD,7188480001,wfitzge@schools.nyc.gov,
07/01/2008,QUEENS,342700011308,ROBERT H GODDARD HIGH SCHOOL FOR COMM ARTS 7 & TECHNOLOGY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,138-30 LAFAYETTE ST,OZONE PARK,NY,11417,MR.,JOSEPH,BIRGELES,7188488357,jbirgel@schools.nyc.gov,
07/01/2003,QUEENS,342700011480,JOHN ADAMS HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,101-01 ROCKAWAY BLVD,OZONE PARK,NY,11417,MR.,DANIEL,SCANLON,7183220500,dscanlo@schools.nyc.gov,
07/01/1995,QUEENS,342700010051,PS 51,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,87-45 117TH ST,RICHMOND HILL,NY,11418,MS.,MAGDALY,SAINT-JUSTE,7188500738,msaintj@schools.nyc.gov,
07/01/1980,QUEENS,342700010056,PS 56 HARRY EICHLER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,86-10 114TH ST,RICHMOND HILL,NY,11418,MS.,ANN,LEITER,7184414448,aleiter@schools.nyc.gov,
07/01/1980,QUEENS,342700010066,PS 66 JACQUELINE KENNEDY-ONASSIS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,85-11 102ND ST,RICHMOND HILL,NY,11418,MS.,PHYLLIS,LEINWAND,7188490184,pleinwa@schools.nyc.gov,
07/01/1980,QUEENS,342700010090,PS 90 HORACE MANN,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,86-50 109TH ST,RICHMOND HILL,NY,11418,MS.,ADRIENNE,UBERTINI,7188473370,auberti@schools.nyc.gov,
07/01/2004,QUEENS,342700010254,PS 254-OSA PARKS SCHOOL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,84-40 101ST ST,RICHMOND HILL,NY,11418,MS.,NAOMI,DROUILLARD,7188461840,ndrouil@schools.nyc.gov,
07/01/2010,QUEENS,342700010273,PS 273,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,NEW YORK CITY,88-07 102ND ST,RICHMOND HILL,NY,11418,MS.,BRENDA,WARD,7182868300,bward2@schools.nyc.gov,
07/01/2014,QUEENS,342700011334,EPIC HIGH SCHOOL NORTH,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,,,,,94-25 117TH ST,RICHMOND HILL,NY,11418,MR.,DAVID,WEINBERG,7185708230,dweinberg3@schools.nyc.gov,
07/01/2003,QUEENS,342700011475,RICHMOND HILL HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,NEW YORK CITY,89-30 114TH ST,RICHMOND HILL,NY,11418,MR.,NEIL,GANESH,7188463335,nganesh2@schools.nyc.gov,
